TANGGAL,BULAN,TAHUN,CURAH HUJAN,,,,,,,
12,FEB,2015,,,,,,,,
13,FEB,2015,,,,,,,,
14,FEB,2015,,,,,,,,
15,FEB,2015,,,,,,,,
16,FEB,2015,,,,,,,,
17,FEB,2015,,,,,,,,
18,FEB,2015,,,,,,,,
19,FEB,2015,,,,,,,,
20,FEB,2015,,,,,,,,
21,FEB,2015,,,,,,,,
22,FEB,2015,,,,,,,,
23,FEB,2015,,,,,,,,
24,FEB,2015,,,,,,,,
25,FEB,2015,,,,,,,,
26,FEB,2015,,,,,,,,
27,FEB,2015,,,,,,,,
28,FEB,2015,,,,,,,,
29,FEB,2015,,,,,,,,
30,FEB,2015,,,,,,,,
31,FEB,2015,,,,,,,,
1,MAR,2015,,,,,,,,
2,MAR,2015,,,,,,,,
3,MAR,2015,,,,,,,,
4,MAR,2015,,,,,,,,
5,MAR,2015,,,,,,,,
6,MAR,2015,,,,,,,,
7,MAR,2015,,,,,,,,
8,MAR,2015,,,,,,,,
9,MAR,2015,,,,,,,,
10,MAR,2015,,,,,,,,
11,MAR,2015,,,,,,,,
12,MAR,2015,,,,,,,,
13,MAR,2015,,,,,,,,
14,MAR,2015,,,,,,,,
15,MAR,2015,,,,,,,,
16,MAR,2015,,,,,,,,
17,MAR,2015,,,,,,,,
18,MAR,2015,,,,,,,,
19,MAR,2015,,,,,,,,
20,MAR,2015,,,,,,,,
21,MAR,2015,,,,,,,,
22,MAR,2015,,,,,,,,
23,MAR,2015,,,,,,,,
24,MAR,2015,,,,,,,,
25,MAR,2015,,,,,,,,
26,MAR,2015,,,,,,,,
27,MAR,2015,,,,,,,,
28,MAR,2015,,,,,,,,
29,MAR,2015,,,,,,,,
30,MAR,2015,,,,,,,,
31,MAR,2015,,,,,,,,
1,APR,2015,,,,,,,,
2,APR,2015,,,,,,,,
3,APR,2015,,,,,,,,
4,APR,2015,,,,,,,,
5,APR,2015,,,,,,,,
6,APR,2015,,,,,,,,"21,00"
7,APR,2015,,,,,,,,
8,APR,2015,,,,,,,,
9,APR,2015,,,,,,,,"3,70"
10,APR,2015,,,,,,,"7,30","7,90"
11,APR,2015,,,,,,,,
12,APR,2015,,,,,"5,50","69,50","3,50","14,90"
13,APR,2015,,,,,,"12,90",,
14,APR,2015,,,,,,,,
15,APR,2015,,,,,,,,"17,70"
16,APR,2015,,,,,,,,
17,APR,2015,,,,,,,,
18,APR,2015,,,,,,,,
19,APR,2015,,,,,,,,
20,APR,2015,,,,,,,,
21,APR,2015,,,,,,,,
22,APR,2015,,,,,,,,
23,APR,2015,,,,,,,,
24,APR,2015,,,,,,,,
25,APR,2015,,,,,,"5,80",,
26,APR,2015,,,,,,,,
27,APR,2015,,,,,,,,
28,APR,2015,,,,,,,,
29,APR,2015,,,,,,,,
30,APR,2015,,,,,,,,
31,APR,2015,,,,,"55,50",,"12,40",
1,MEI,2015,,,,,,,,
2,MEI,2015,,,,,,,,
3,MEI,2015,,,,,,,,
4,MEI,2015,,,,,,,,
5,MEI,2015,,,,,,,,
6,MEI,2015,,,,,,,,
7,MEI,2015,,,,,,,,
8,MEI,2015,,,,,,,,
9,MEI,2015,,,,,,,,
10,MEI,2015,,,,,,,,
11,MEI,2015,,,,,,,,
12,MEI,2015,,,,,,,,
13,MEI,2015,,,,,,,,
14,MEI,2015,,,,,,,,
15,MEI,2015,,,,,,,,
16,MEI,2015,,,,,,,,
17,MEI,2015,,,,,,,,
18,MEI,2015,,,,,,,,
19,MEI,2015,,,,,,,,
20,MEI,2015,,,,,,,,
21,MEI,2015,,,,,,,,
22,MEI,2015,,,,,,,,
23,MEI,2015,,,,,,,,
24,MEI,2015,,,,,,,,
25,MEI,2015,,,,,,,,
26,MEI,2015,,,,,,,,
27,MEI,2015,,,,,,,,
28,MEI,2015,,,,,,,,
29,MEI,2015,,,,,,,,
30,MEI,2015,,,,,,,,
31,MEI,2015,,,,,,,,
1,JUNI,2015,,,,,,,,
2,JUNI,2015,,,,,,,,
3,JUNI,2015,,,,,,,,
4,JUNI,2015,,,,,,,,
5,JUNI,2015,,,,,,,,
6,JUNI,2015,,,,,,,,
7,JUNI,2015,,,,,,,,
8,JUNI,2015,,,,,,,,
9,JUNI,2015,,,,,,,,
10,JUNI,2015,,,,,,,,
11,JUNI,2015,,,,,,,,
12,JUNI,2015,,,,,,,,
13,JUNI,2015,,,,,,,,
14,JUNI,2015,,,,,,,,
15,JUNI,2015,,,,,,,,
16,JUNI,2015,,,,,,,,
17,JUNI,2015,,,,,,,,
18,JUNI,2015,,,,,,,,
19,JUNI,2015,,,,,,,,
20,JUNI,2015,,,,,,,,
21,JUNI,2015,,,,,,,,
22,JUNI,2015,,,,,,,,
23,JUNI,2015,,,,,,,,
24,JUNI,2015,,,,,,,,
25,JUNI,2015,,,,,,,,
26,JUNI,2015,,,,,,,,
27,JUNI,2015,,,,,,,,
28,JUNI,2015,,,,,,,,
29,JUNI,2015,,,,,,,,
30,JUNI,2015,,,,,,,,
31,JUNI,2015,,,,,,,,
1,JULI,2015,,,,,,,,
2,JULI,2015,,,,,,,,
3,JULI,2015,,,,,,,,
4,JULI,2015,,,,,,,,
5,JULI,2015,,,,,,,,
6,JULI,2015,,,,,,,,
7,JULI,2015,,,,,,,,
8,JULI,2015,,,,,,,,
9,JULI,2015,,,,,,,,
10,JULI,2015,,,,,,,,
11,JULI,2015,,,,,,,,
12,JULI,2015,,,,,,,,
13,JULI,2015,,,,,,,,
14,JULI,2015,,,,,,,,
15,JULI,2015,,,,,,,,
16,JULI,2015,,,,,,,,
17,JULI,2015,,,,,,,,
18,JULI,2015,,,,,,,,
19,JULI,2015,,,,,,,,
20,JULI,2015,,,,,,,,
21,JULI,2015,,,,,,,,
22,JULI,2015,,,,,,,,
23,JULI,2015,,,,,,,,
24,JULI,2015,,,,,,,,
25,JULI,2015,,,,,,,,
26,JULI,2015,,,,,,,,
27,JULI,2015,,,,,,,,
28,JULI,2015,,,,,,,,
29,JULI,2015,,,,,,,,
30,JULI,2015,,,,,,,,
31,JULI,2015,,,,,,,,
1,AGS,2015,,,,,,,,
2,AGS,2015,,,,,,,,
3,AGS,2015,,,,,,,,
4,AGS,2015,,,,,,,,
5,AGS,2015,,,,,,,,
6,AGS,2015,,,,,,,,
7,AGS,2015,,,,,,,,
8,AGS,2015,,,,,,,,
9,AGS,2015,,,,,,,,
10,AGS,2015,,,,,,,,
11,AGS,2015,,,,,,,,
12,AGS,2015,"5,50",,,,,,,
13,AGS,2015,,,,,,,,
14,AGS,2015,,,,,,,,
15,AGS,2015,,,,,,,,
16,AGS,2015,,,,,,,,
17,AGS,2015,,,,,,,,
18,AGS,2015,,,,,,,,
19,AGS,2015,,,,,,,,
20,AGS,2015,,,,,,,,
21,AGS,2015,,,,,,,,
22,AGS,2015,,,,,,,,
23,AGS,2015,,,,,,,,
24,AGS,2015,,,,,,,,
25,AGS,2015,,,,,,,,
26,AGS,2015,,,,,,,,
27,AGS,2015,,,,,,,,
28,AGS,2015,,,,,,,,
29,AGS,2015,,,,,,,,
30,AGS,2015,,,,,,,,
31,AGS,2015,"55,50",,,,,,,
1,SEP,2015,,,,,,,,
2,SEP,2015,,,,,,,,
3,SEP,2015,,,,,,,,
4,SEP,2015,,,,,,,,
5,SEP,2015,,,,,,,,
6,SEP,2015,,,,,,,,
7,SEP,2015,,,,,,,,
8,SEP,2015,,,,,,,,
9,SEP,2015,,,,,,,,
10,SEP,2015,,,,,,,,
11,SEP,2015,,,,,,,,
12,SEP,2015,"69,50",,,,,,,
13,SEP,2015,"12,90",,,,,,,
14,SEP,2015,,,,,,,,
15,SEP,2015,,,,,,,,
16,SEP,2015,,,,,,,,
17,SEP,2015,,,,,,,,
18,SEP,2015,,,,,,,,
19,SEP,2015,,,,,,,,
20,SEP,2015,,,,,,,,
21,SEP,2015,,,,,,,,
22,SEP,2015,,,,,,,,
23,SEP,2015,,,,,,,,
24,SEP,2015,,,,,,,,
25,SEP,2015,"5,80",,,,,,,
26,SEP,2015,,,,,,,,
27,SEP,2015,,,,,,,,
28,SEP,2015,,,,,,,,
29,SEP,2015,,,,,,,,
30,SEP,2015,,,,,,,,
31,SEP,2015,,,,,,,,
1,OKT,2015,,,,,,,,
2,OKT,2015,,,,,,,,
3,OKT,2015,,,,,,,,
4,OKT,2015,,,,,,,,
5,OKT,2015,,,,,,,,
6,OKT,2015,,,,,,,,
7,OKT,2015,,,,,,,,
8,OKT,2015,,,,,,,,
9,OKT,2015,,,,,,,,
10,OKT,2015,"7,30",,,,,,,
11,OKT,2015,,,,,,,,
12,OKT,2015,"3,50",,,,,,,
13,OKT,2015,,,,,,,,
14,OKT,2015,,,,,,,,
15,OKT,2015,,,,,,,,
16,OKT,2015,,,,,,,,
17,OKT,2015,,,,,,,,
18,OKT,2015,,,,,,,,
19,OKT,2015,,,,,,,,
20,OKT,2015,,,,,,,,
21,OKT,2015,,,,,,,,
22,OKT,2015,,,,,,,,
23,OKT,2015,,,,,,,,
24,OKT,2015,,,,,,,,
25,OKT,2015,,,,,,,,
26,OKT,2015,,,,,,,,
27,OKT,2015,,,,,,,,
28,OKT,2015,,,,,,,,
29,OKT,2015,,,,,,,,
30,OKT,2015,,,,,,,,
31,OKT,2015,"12,40",,,,,,,
1,NOV,2015,,,,,,,,
2,NOV,2015,,,,,,,,
3,NOV,2015,,,,,,,,
4,NOV,2015,,,,,,,,
5,NOV,2015,,,,,,,,
6,NOV,2015,"21,00",,,,,,,
7,NOV,2015,,,,,,,,
8,NOV,2015,,,,,,,,
9,NOV,2015,"3,70",,,,,,,
10,NOV,2015,"7,90",,,,,,,
11,NOV,2015,,,,,,,,
12,NOV,2015,"14,90",,,,,,,
13,NOV,2015,,,,,,,,
14,NOV,2015,,,,,,,,
15,NOV,2015,"17,70",,,,,,,
16,NOV,2015,,,,,,,,
17,NOV,2015,,,,,,,,
18,NOV,2015,,,,,,,,
19,NOV,2015,,,,,,,,
20,NOV,2015,,,,,,,,
21,NOV,2015,,,,,,,,
22,NOV,2015,,,,,,,,
23,NOV,2015,,,,,,,,
24,NOV,2015,,,,,,,,
25,NOV,2015,,,,,,,,
26,NOV,2015,,,,,,,,
27,NOV,2015,,,,,,,,
28,NOV,2015,,,,,,,,
29,NOV,2015,,,,,,,,
30,NOV,2015,,,,,,,,
31,NOV,2015,,,,,,,,
1,DES,2015,,,,,,,,
2,DES,2015,,,,,,,,
3,DES,2015,,,,,,,,
4,DES,2015,,,,,,,,
5,DES,2015,,,,,,,,
6,DES,2015,,,,,,,,
7,DES,2015,,,,,,,,
8,DES,2015,,,,,,,,
9,DES,2015,,,,,,,,
10,DES,2015,,,,,,,,
11,DES,2015,,,,,,,,
12,DES,2015,,,,,,,,
13,DES,2015,,,,,,,,
14,DES,2015,,,,,,,,
15,DES,2015,,,,,,,,
16,DES,2015,,,,,,,,
17,DES,2015,,,,,,,,
18,DES,2015,,,,,,,,
19,DES,2015,,,,,,,,
20,DES,2015,,,,,,,,
21,DES,2015,,,,,,,,
22,DES,2015,,,,,,,,
23,DES,2015,,,,,,,,
24,DES,2015,,,,,,,,
25,DES,2015,,,,,,,,
26,DES,2015,,,,,,,,
27,DES,2015,,,,,,,,
28,DES,2015,,,,,,,,
29,DES,2015,,,,,,,,
30,DES,2015,,,,,,,,
31,DES,2015,,,,,,,,
1,JAN,2014,,,,,,,,
2,JAN,2014,,,,,,,,
3,JAN,2014,"17,30",,,,,,,
4,JAN,2014,"68,40",,,,,,,
5,JAN,2014,"50,50",,,,,,,
6,JAN,2014,"7,50",,,,,,,
7,JAN,2014,"4,20",,,,,,,
8,JAN,2014,,,,,,,,
9,JAN,2014,"16,40",,,,,,,
10,JAN,2014,"13,20",,,,,,,
11,JAN,2014,"77,20",,,,,,,
12,JAN,2014,,,,,,,,
13,JAN,2014,,,,,,,,
14,JAN,2014,,,,,,,,
15,JAN,2014,,,,,,,,
16,JAN,2014,"16,50",,,,,,,
17,JAN,2014,"23,70",,,,,,,
18,JAN,2014,,,,,,,,
19,JAN,2014,,,,,,,,
20,JAN,2014,,,,,,,,
21,JAN,2014,,,,,,,,
22,JAN,2014,,,,,,,,
23,JAN,2014,,,,,,,,
24,JAN,2014,,,,,,,,
25,JAN,2014,,,,,,,,
26,JAN,2014,,,,,,,,
27,JAN,2014,"10,30",,,,,,,
28,JAN,2014,,,,,,,,
29,JAN,2014,"11,50",,,,,,,
30,JAN,2014,,,,,,,,
31,JAN,2014,,,,,,,,
1,FEB,2014,,,,,,,,
2,FEB,2014,,,,,,,,
3,FEB,2014,,,,,,,,
4,FEB,2014,,,,,,,,
5,FEB,2014,,,,,,,,
6,FEB,2014,,,,,,,,
7,FEB,2014,,,,,,,,
8,FEB,2014,"39,00",,,,,,,
9,FEB,2014,,,,,,,,
10,FEB,2014,,,,,,,,
11,FEB,2014,"12,00",,,,,,,
12,FEB,2014,,,,,,,,
13,FEB,2014,"25,00",,,,,,,
14,FEB,2014,,,,,,,,
15,FEB,2014,"10,00",,,,,,,
16,FEB,2014,,,,,,,,
17,FEB,2014,,,,,,,,
18,FEB,2014,,,,,,,,
19,FEB,2014,,,,,,,,
20,FEB,2014,,,,,,,,
21,FEB,2014,,,,,,,,
22,FEB,2014,,,,,,,,
23,FEB,2014,,,,,,,,
24,FEB,2014,"10,00",,,,,,,
25,FEB,2014,,,,,,,,
26,FEB,2014,,,,,,,,
27,FEB,2014,,,,,,,,
28,FEB,2014,,,,,,,,
29,FEB,2014,,,,,,,,
30,FEB,2014,,,,,,,,
31,FEB,2014,,,,,,,,
1,MAR,2014,,,,,,,,
2,MAR,2014,"36,00",,,,,,,
3,MAR,2014,"36,00",,,,,,,
4,MAR,2014,,,,,,,,
5,MAR,2014,"11,50",,,,,,,
6,MAR,2014,,,,,,,,
7,MAR,2014,,,,,,,,
8,MAR,2014,,,,,,,,
9,MAR,2014,,,,,,,,
10,MAR,2014,,,,,,,,
11,MAR,2014,,,,,,,,
12,MAR,2014,,,,,,,,
13,MAR,2014,"54,70",,,,,,,
14,MAR,2014,,,,,,,,
15,MAR,2014,"73,30",,,,,,,
16,MAR,2014,,,,,,,,
17,MAR,2014,"7,70",,,,,,,
18,MAR,2014,,,,,,,,
19,MAR,2014,,,,,,,,
20,MAR,2014,,,,,,,,
21,MAR,2014,"72,80",,,,,,,
22,MAR,2014,"7,00",,,,,,,
23,MAR,2014,,,,,,,,
24,MAR,2014,,,,,,,,
25,MAR,2014,,,,,,,,
26,MAR,2014,"5,50",,,,,,,
27,MAR,2014,"15,70",,,,,,,
28,MAR,2014,,,,,,,,
29,MAR,2014,"5,50",,,,,,,
30,MAR,2014,,,,,,,,
31,MAR,2014,,,,,,,,
1,APR,2014,"8,70",,,,,,,
2,APR,2014,,,,,,,,
3,APR,2014,"22,20",,,,,,,
4,APR,2014,"179,70",,,,,,,
5,APR,2014,"179,70",,,,,,,
6,APR,2014,,,,,,,,
7,APR,2014,"22,00",,,,,,,
8,APR,2014,"15,80",,,,,,,
9,APR,2014,,,,,,,,
10,APR,2014,,,,,,,,
11,APR,2014,"26,70",,,,,,,
12,APR,2014,,,,,,,,
13,APR,2014,"36,50",,,,,,,
14,APR,2014,,,,,,,,
15,APR,2014,,,,,,,,
16,APR,2014,,,,,,,,
17,APR,2014,,,,,,,,
18,APR,2014,"27,00",,,,,,,
19,APR,2014,,,,,,,,
20,APR,2014,,,,,,,,
21,APR,2014,,,,,,,,
22,APR,2014,"15,00",,,,,,,
23,APR,2014,,,,,,,,
24,APR,2014,"125,50",,,,,,,
25,APR,2014,"36,00",,,,,,,
26,APR,2014,,,,,,,,
27,APR,2014,,,,,,,,
28,APR,2014,,,,,,,,
29,APR,2014,,,,,,,,
30,APR,2014,,,,,,,,
31,APR,2014,,,,,,,,
1,MEI,2014,,,,,,,,
2,MEI,2014,,,,,,,,
3,MEI,2014,,,,,,,,
4,MEI,2014,,,,,,,,
5,MEI,2014,,,,,,,,
6,MEI,2014,,,,,,,,
7,MEI,2014,"9,20",,,,,,,
8,MEI,2014,,,,,,,,
9,MEI,2014,"9,00",,,,,,,
10,MEI,2014,,,,,,,,
11,MEI,2014,"11,20",,,,,,,
12,MEI,2014,,,,,,,,
13,MEI,2014,,,,,,,,
14,MEI,2014,"11,60",,,,,,,
15,MEI,2014,,,,,,,,
16,MEI,2014,,,,,,,,
17,MEI,2014,,,,,,,,
18,MEI,2014,,,,,,,,
19,MEI,2014,,,,,,,,
20,MEI,2014,"18,00",,,,,,,
21,MEI,2014,,,,,,,,
22,MEI,2014,,,,,,,,
23,MEI,2014,,,,,,,,
24,MEI,2014,"12,50",,,,,,,
25,MEI,2014,,,,,,,,
26,MEI,2014,,,,,,,,
27,MEI,2014,,,,,,,,
28,MEI,2014,"3,30",,,,,,,
29,MEI,2014,,,,,,,,
30,MEI,2014,,,,,,,,
31,MEI,2014,"3,30",,,,,,,
1,JUNI,2014,,,,,,,,
2,JUNI,2014,,,,,,,,
3,JUNI,2014,"15,00",,,,,,,
4,JUNI,2014,"10,00",,,,,,,
5,JUNI,2014,,,,,,,,
6,JUNI,2014,"7,40",,,,,,,
7,JUNI,2014,,,,,,,,
8,JUNI,2014,,,,,,,,
9,JUNI,2014,,,,,,,,
10,JUNI,2014,,,,,,,,
11,JUNI,2014,,,,,,,,
12,JUNI,2014,,,,,,,,
13,JUNI,2014,,,,,,,,
14,JUNI,2014,,,,,,,,
15,JUNI,2014,,,,,,,,
16,JUNI,2014,,,,,,,,
17,JUNI,2014,,,,,,,,
18,JUNI,2014,,,,,,,,
19,JUNI,2014,,,,,,,,
20,JUNI,2014,,,,,,,,
21,JUNI,2014,,,,,,,,
22,JUNI,2014,"16,50",,,,,,,
23,JUNI,2014,,,,,,,,
24,JUNI,2014,,,,,,,,
25,JUNI,2014,,,,,,,,
26,JUNI,2014,"14,70",,,,,,,
27,JUNI,2014,,,,,,,,
28,JUNI,2014,,,,,,,,
29,JUNI,2014,"18,80",,,,,,,
30,JUNI,2014,"21,50",,,,,,,
31,JUNI,2014,,,,,,,,
1,JULI,2014,"6,90",,,,,,,
2,JULI,2014,,,,,,,,
3,JULI,2014,,,,,,,,
4,JULI,2014,,,,,,,,
5,JULI,2014,,,,,,,,
6,JULI,2014,"8,00",,,,,,,
7,JULI,2014,,,,,,,,
8,JULI,2014,,,,,,,,
9,JULI,2014,"34,70",,,,,,,
10,JULI,2014,,,,,,,,
11,JULI,2014,,,,,,,,
12,JULI,2014,"36,20",,,,,,,
13,JULI,2014,,,,,,,,
14,JULI,2014,,,,,,,,
15,JULI,2014,,,,,,,,
16,JULI,2014,,,,,,,,
17,JULI,2014,,,,,,,,
18,JULI,2014,,,,,,,,
19,JULI,2014,,,,,,,,
20,JULI,2014,,,,,,,,
21,JULI,2014,,,,,,,,
22,JULI,2014,,,,,,,,
23,JULI,2014,,,,,,,,
24,JULI,2014,,,,,,,,
25,JULI,2014,,,,,,,,
26,JULI,2014,,,,,,,,
27,JULI,2014,,,,,,,,
28,JULI,2014,,,,,,,,
29,JULI,2014,,,,,,,,
30,JULI,2014,,,,,,,,
31,JULI,2014,,,,,,,,
1,AGS,2014,"70,00",,,,,,,
2,AGS,2014,,,,,,,,
3,AGS,2014,"11,70",,,,,,,
4,AGS,2014,,,,,,,,
5,AGS,2014,,,,,,,,
6,AGS,2014,,,,,,,,
7,AGS,2014,,,,,,,,
8,AGS,2014,,,,,,,,
9,AGS,2014,,,,,,,,
10,AGS,2014,,,,,,,,
11,AGS,2014,"32,00",,,,,,,
12,AGS,2014,,,,,,,,
13,AGS,2014,,,,,,,,
14,AGS,2014,,,,,,,,
15,AGS,2014,,,,,,,,
16,AGS,2014,"3,90",,,,,,,
17,AGS,2014,,,,,,,,
18,AGS,2014,,,,,,,,
19,AGS,2014,,,,,,,,
20,AGS,2014,"43,50",,,,,,,
21,AGS,2014,,,,,,,,
22,AGS,2014,,,,,,,,
23,AGS,2014,,,,,,,,
24,AGS,2014,,,,,,,,
25,AGS,2014,,,,,,,,
26,AGS,2014,"13,80",,,,,,,
27,AGS,2014,,,,,,,,
28,AGS,2014,,,,,,,,
29,AGS,2014,,,,,,,,
30,AGS,2014,,,,,,,,
31,AGS,2014,,,,,,,,
1,SEP,2014,,,,,,,,
2,SEP,2014,,,,,,,,
3,SEP,2014,"86,20",,,,,,,
4,SEP,2014,,,,,,,,
5,SEP,2014,,,,,,,,
6,SEP,2014,,,,,,,,
7,SEP,2014,,,,,,,,
8,SEP,2014,,,,,,,,
9,SEP,2014,,,,,,,,
10,SEP,2014,,,,,,,,
11,SEP,2014,,,,,,,,
12,SEP,2014,,,,,,,,
13,SEP,2014,,,,,,,,
14,SEP,2014,,,,,,,,
15,SEP,2014,,,,,,,,
16,SEP,2014,,,,,,,,
17,SEP,2014,,,,,,,,
18,SEP,2014,"6,50",,,,,,,
19,SEP,2014,,,,,,,,
20,SEP,2014,,,,,,,,
21,SEP,2014,,,,,,,,
22,SEP,2014,,,,,,,,
23,SEP,2014,,,,,,,,
24,SEP,2014,,,,,,,,
25,SEP,2014,,,,,,,,
26,SEP,2014,,,,,,,,
27,SEP,2014,"21,60",,,,,,,
28,SEP,2014,,,,,,,,
29,SEP,2014,,,,,,,,
30,SEP,2014,,,,,,,,
31,SEP,2014,,,,,,,,
1,OKT,2014,,,,,,,,
2,OKT,2014,,,,,,,,
3,OKT,2014,,,,,,,,
4,OKT,2014,,,,,,,,
5,OKT,2014,,,,,,,,
6,OKT,2014,"1,50",,,,,,,
7,OKT,2014,,,,,,,,
8,OKT,2014,,,,,,,,
9,OKT,2014,,,,,,,,
10,OKT,2014,,,,,,,,
11,OKT,2014,,,,,,,,
12,OKT,2014,,,,,,,,
13,OKT,2014,,,,,,,,
14,OKT,2014,,,,,,,,
15,OKT,2014,,,,,,,,
16,OKT,2014,,,,,,,,
17,OKT,2014,,,,,,,,
18,OKT,2014,,,,,,,,
19,OKT,2014,,,,,,,,
20,OKT,2014,,,,,,,,
21,OKT,2014,,,,,,,,
22,OKT,2014,,,,,,,,
23,OKT,2014,,,,,,,,
24,OKT,2014,,,,,,,,
25,OKT,2014,,,,,,,,
26,OKT,2014,,,,,,,,
27,OKT,2014,,,,,,,,
28,OKT,2014,,,,,,,,
29,OKT,2014,"11,80",,,,,,,
30,OKT,2014,,,,,,,,
31,OKT,2014,"8,70",,,,,,,
1,NOV,2014,,,,,,,,
2,NOV,2014,,,,,,,,
3,NOV,2014,,,,,,,,
4,NOV,2014,,,,,,,,
5,NOV,2014,"19,50",,,,,,,
6,NOV,2014,,,,,,,,
7,NOV,2014,"26,00",,,,,,,
8,NOV,2014,"20,50",,,,,,,
9,NOV,2014,"22,00",,,,,,,
10,NOV,2014,,,,,,,,
11,NOV,2014,"33,30",,,,,,,
12,NOV,2014,,,,,,,,
13,NOV,2014,"50,40",,,,,,,
14,NOV,2014,,,,,,,,
15,NOV,2014,"19,00",,,,,,,
16,NOV,2014,"34,50",,,,,,,
17,NOV,2014,"19,70",,,,,,,
18,NOV,2014,,,,,,,,
19,NOV,2014,,,,,,,,
20,NOV,2014,,,,,,,,
21,NOV,2014,,,,,,,,
22,NOV,2014,,,,,,,,
23,NOV,2014,"14,20",,,,,,,
24,NOV,2014,,,,,,,,
25,NOV,2014,,,,,,,,
26,NOV,2014,,,,,,,,
27,NOV,2014,"14,50",,,,,,,
28,NOV,2014,,,,,,,,
29,NOV,2014,,,,,,,,
30,NOV,2014,"55,50",,,,,,,
31,NOV,2014,,,,,,,,
1,DES,2014,"25,10",,,,,,,
2,DES,2014,,,,,,,,
3,DES,2014,"16,00",,,,,,,
4,DES,2014,"56,30",,,,,,,
5,DES,2014,"27,70",,,,,,,
6,DES,2014,"4,10",,,,,,,
7,DES,2014,"5,80",,,,,,,
8,DES,2014,"12,00",,,,,,,
9,DES,2014,,,,,,,,
10,DES,2014,"22,60",,,,,,,
11,DES,2014,"19,50",,,,,,,
12,DES,2014,,,,,,,,
13,DES,2014,,,,,,,,
14,DES,2014,"21,80",,,,,,,
15,DES,2014,,,,,,,,
16,DES,2014,,,,,,,,
17,DES,2014,"137,50",,,,,,,
18,DES,2014,,,,,,,,
19,DES,2014,,,,,,,,
20,DES,2014,,,,,,,,
21,DES,2014,,,,,,,,
22,DES,2014,,,,,,,,
23,DES,2014,"38,20",,,,,,,
24,DES,2014,,,,,,,,
25,DES,2014,,,,,,,,
26,DES,2014,"2,90",,,,,,,
27,DES,2014,,,,,,,,
28,DES,2014,,,,,,,,
29,DES,2014,,,,,,,,
30,DES,2014,,,,,,,,
31,DES,2014,,,,,,,,
1,JAN,2013,,,,,,,,
2,JAN,2013,,,,,,,,
3,JAN,2013,"70,00",,,,,,,
4,JAN,2013,,,,,,,,
5,JAN,2013,,,,,,,,
6,JAN,2013,"40,50",,,,,,,
7,JAN,2013,,,,,,,,
8,JAN,2013,,,,,,,,
9,JAN,2013,"65,30",,,,,,,
10,JAN,2013,,,,,,,,
11,JAN,2013,,,,,,,,
12,JAN,2013,,,,,,,,
13,JAN,2013,"20,00",,,,,,,
14,JAN,2013,,,,,,,,
15,JAN,2013,,,,,,,,
16,JAN,2013,"20,30",,,,,,,
17,JAN,2013,,,,,,,,
18,JAN,2013,,,,,,,,
19,JAN,2013,,,,,,,,
20,JAN,2013,"85,00",,,,,,,
21,JAN,2013,,,,,,,,
22,JAN,2013,,,,,,,,
23,JAN,2013,,,,,,,,
24,JAN,2013,,,,,,,,
25,JAN,2013,,,,,,,,
26,JAN,2013,,,,,,,,
27,JAN,2013,"50,40",,,,,,,
28,JAN,2013,,,,,,,,
29,JAN,2013,,,,,,,,
30,JAN,2013,,,,,,,,
31,JAN,2013,,,,,,,,
1,FEB,2013,,,,,,,,
2,FEB,2013,"35,30",,,,,,,
3,FEB,2013,,,,,,,,
4,FEB,2013,,,,,,,,
5,FEB,2013,,,,,,,,
6,FEB,2013,"20,50",,,,,,,
7,FEB,2013,,,,,,,,
8,FEB,2013,,,,,,,,
9,FEB,2013,,,,,,,,
10,FEB,2013,"10,20",,,,,,,
11,FEB,2013,,,,,,,,
12,FEB,2013,,,,,,,,
13,FEB,2013,,,,,,,,
14,FEB,2013,,,,,,,,
15,FEB,2013,"40,00",,,,,,,
16,FEB,2013,,,,,,,,
17,FEB,2013,,,,,,,,
18,FEB,2013,,,,,,,,
19,FEB,2013,,,,,,,,
20,FEB,2013,,,,,,,,
21,FEB,2013,,,,,,,,
22,FEB,2013,,,,,,,,
23,FEB,2013,,,,,,,,
24,FEB,2013,,,,,,,,
25,FEB,2013,"25,60",,,,,,,
26,FEB,2013,"30,30",,,,,,,
27,FEB,2013,,,,,,,,
28,FEB,2013,"35,30",,,,,,,
29,FEB,2013,,,,,,,,
30,FEB,2013,,,,,,,,
31,FEB,2013,,,,,,,,
1,MAR,2013,,,,,,,,
2,MAR,2013,,,,,,,,
3,MAR,2013,"55,50",,,,,,,
4,MAR,2013,,,,,,,,
5,MAR,2013,"45,30",,,,,,,
6,MAR,2013,,,,,,,,
7,MAR,2013,"110,00",,,,,,,
8,MAR,2013,"50,50",,,,,,,
9,MAR,2013,,,,,,,,
10,MAR,2013,"44,30",,,,,,,
11,MAR,2013,,,,,,,,
12,MAR,2013,,,,,,,,
13,MAR,2013,"55,50",,,,,,,
14,MAR,2013,,,,,,,,
15,MAR,2013,,,,,,,,
16,MAR,2013,"50,00",,,,,,,
17,MAR,2013,"50,60",,,,,,,
18,MAR,2013,"185,50",,,,,,,
19,MAR,2013,,,,,,,,
20,MAR,2013,,,,,,,,
21,MAR,2013,,,,,,,,
22,MAR,2013,,,,,,,,
23,MAR,2013,"40,00",,,,,,,
24,MAR,2013,,,,,,,,
25,MAR,2013,,,,,,,,
26,MAR,2013,,,,,,,,
