TANGGAL,BULAN,TAHUN,CURAH HUJAN,,,,,,,
18,APR,2011,,,,,,,,
19,APR,2011,,,,,,,,
20,APR,2011,,,,,,,,
21,APR,2011,,,,,,,,
22,APR,2011,,,,,,,,
23,APR,2011,,,,,,,,
24,APR,2011,"2,50",,,,,,,
25,APR,2011,,,,,,,,
26,APR,2011,,,,,,,,
27,APR,2011,,,,,,,,
28,APR,2011,,,,,,,,
29,APR,2011,,,,,,,,
30,APR,2011,,,,,,,,
31,APR,2011,,,,,,,,
1,MEI,2011,"2,50",,,,,,,
2,MEI,2011,"0,60",,,,,,,
3,MEI,2011,"0,50",,,,,,,
4,MEI,2011,"2,50",,,,,,,
5,MEI,2011,"2,40",,,,,,,
6,MEI,2011,"3,60",,,,,,,
7,MEI,2011,,,,,,,,
8,MEI,2011,,,,,,,,
9,MEI,2011,,,,,,,,
10,MEI,2011,,,,,,,,
11,MEI,2011,,,,,,,,
12,MEI,2011,,,,,,,,
13,MEI,2011,,,,,,,,
14,MEI,2011,,,,,,,,
15,MEI,2011,,,,,,,,
16,MEI,2011,,,,,,,,
17,MEI,2011,"0,50",,,,,,,
18,MEI,2011,,,,,,,,
19,MEI,2011,,,,,,,,
20,MEI,2011,,,,,,,,
21,MEI,2011,,,,,,,,
22,MEI,2011,"0,90",,,,,,,
23,MEI,2011,,,,,,,,
24,MEI,2011,,,,,,,,
25,MEI,2011,,,,,,,,
26,MEI,2011,,,,,,,,
27,MEI,2011,,,,,,,,
28,MEI,2011,,,,,,,,
29,MEI,2011,,,,,,,,
30,MEI,2011,,,,,,,,
31,MEI,2011,,,,,,,,
1,JUNI,2011,,,,,,,,
2,JUNI,2011,,,,,,,,
3,JUNI,2011,,,,,,,,
4,JUNI,2011,"2,60",,,,,,,
5,JUNI,2011,"3,90",,,,,,,
6,JUNI,2011,,,,,,,,
7,JUNI,2011,,,,,,,,
8,JUNI,2011,,,,,,,,
9,JUNI,2011,,,,,,,,
10,JUNI,2011,,,,,,,,
11,JUNI,2011,,,,,,,,
12,JUNI,2011,,,,,,,,
13,JUNI,2011,"15,20",,,,,,,
14,JUNI,2011,,,,,,,,
15,JUNI,2011,,,,,,,,
16,JUNI,2011,,,,,,,,
17,JUNI,2011,"3,60",,,,,,,
18,JUNI,2011,,,,,,,,
19,JUNI,2011,,,,,,,,
20,JUNI,2011,,,,,,,,
21,JUNI,2011,,,,,,,,
22,JUNI,2011,,,,,,,,
23,JUNI,2011,,,,,,,,
24,JUNI,2011,,,,,,,,
25,JUNI,2011,,,,,,,,
26,JUNI,2011,,,,,,,,
27,JUNI,2011,,,,,,,,
28,JUNI,2011,,,,,,,,
29,JUNI,2011,,,,,,,,
30,JUNI,2011,,,,,,,,
31,JUNI,2011,,,,,,,,
1,JULI,2011,,,,,,,,
2,JULI,2011,,,,,,,,
3,JULI,2011,"0,60",,,,,,,
4,JULI,2011,,,,,,,,
5,JULI,2011,,,,,,,,
6,JULI,2011,,,,,,,,
7,JULI,2011,"2,60",,,,,,,
8,JULI,2011,,,,,,,,
9,JULI,2011,,,,,,,,
10,JULI,2011,,,,,,,,
11,JULI,2011,,,,,,,,
12,JULI,2011,,,,,,,,
13,JULI,2011,,,,,,,,
14,JULI,2011,,,,,,,,
15,JULI,2011,,,,,,,,
16,JULI,2011,"15,20",,,,,,,
17,JULI,2011,,,,,,,,
18,JULI,2011,,,,,,,,
19,JULI,2011,,,,,,,,
20,JULI,2011,,,,,,,,
21,JULI,2011,,,,,,,,
22,JULI,2011,,,,,,,,
23,JULI,2011,,,,,,,,
24,JULI,2011,"3,60",,,,,,,
25,JULI,2011,,,,,,,,
26,JULI,2011,,,,,,,,
27,JULI,2011,,,,,,,,
28,JULI,2011,,,,,,,,
29,JULI,2011,,,,,,,,
30,JULI,2011,,,,,,,,
31,JULI,2011,,,,,,,,
1,AGS,2011,,,,,,,,
2,AGS,2011,,,,,,,,
3,AGS,2011,"1,00",,,,,,,
4,AGS,2011,,,,,,,,
5,AGS,2011,,,,,,,,
6,AGS,2011,,,,,,,,
7,AGS,2011,,,,,,,,
8,AGS,2011,,,,,,,,
9,AGS,2011,,,,,,,,
10,AGS,2011,,,,,,,,
11,AGS,2011,,,,,,,,
12,AGS,2011,,,,,,,,
13,AGS,2011,,,,,,,,
14,AGS,2011,,,,,,,,
15,AGS,2011,,,,,,,,
16,AGS,2011,,,,,,,,
17,AGS,2011,,,,,,,,
18,AGS,2011,,,,,,,,
19,AGS,2011,,,,,,,,
20,AGS,2011,"2,30",,,,,,,
21,AGS,2011,,,,,,,,
22,AGS,2011,,,,,,,,
23,AGS,2011,,,,,,,,
24,AGS,2011,,,,,,,,
25,AGS,2011,,,,,,,,
26,AGS,2011,,,,,,,,
27,AGS,2011,,,,,,,,
28,AGS,2011,,,,,,,,
29,AGS,2011,,,,,,,,
30,AGS,2011,,,,,,,,
31,AGS,2011,,,,,,,,
1,SEP,2011,,,,,,,,
2,SEP,2011,,,,,,,,
3,SEP,2011,,,,,,,,
4,SEP,2011,,,,,,,,
5,SEP,2011,,,,,,,,
6,SEP,2011,"1,50",,,,,,,
7,SEP,2011,"3,60",,,,,,,
8,SEP,2011,"3,50",,,,,,,
9,SEP,2011,,,,,,,,
10,SEP,2011,,,,,,,,
11,SEP,2011,,,,,,,,
12,SEP,2011,,,,,,,,
13,SEP,2011,,,,,,,,
14,SEP,2011,,,,,,,,
15,SEP,2011,,,,,,,,
16,SEP,2011,,,,,,,,
17,SEP,2011,"2,50",,,,,,,
18,SEP,2011,,,,,,,,
19,SEP,2011,,,,,,,,
20,SEP,2011,,,,,,,,
21,SEP,2011,"3,60",,,,,,,
22,SEP,2011,,,,,,,,
23,SEP,2011,,,,,,,,
24,SEP,2011,,,,,,,,
25,SEP,2011,,,,,,,,
26,SEP,2011,"1,50",,,,,,,
27,SEP,2011,,,,,,,,
28,SEP,2011,,,,,,,,
29,SEP,2011,,,,,,,,
30,SEP,2011,,,,,,,,
31,SEP,2011,,,,,,,,
1,OKT,2011,"3,60",,,,,,,
2,OKT,2011,"3,50",,,,,,,
3,OKT,2011,,,,,,,,
4,OKT,2011,,,,,,,,
5,OKT,2011,,,,,,,,
6,OKT,2011,,,,,,,,
7,OKT,2011,,,,,,,,
8,OKT,2011,"1,50",,,,,,,
9,OKT,2011,"6,30",,,,,,,
10,OKT,2011,,,,,,,,
11,OKT,2011,,,,,,,,
12,OKT,2011,,,,,,,,
13,OKT,2011,"1,50",,,,,,,
14,OKT,2011,,,,,,,,
15,OKT,2011,,,,,,,,
16,OKT,2011,,,,,,,,
17,OKT,2011,"3,60",,,,,,,
18,OKT,2011,,,,,,,,
19,OKT,2011,,,,,,,,
20,OKT,2011,,,,,,,,
21,OKT,2011,,,,,,,,
22,OKT,2011,"1,50",,,,,,,
23,OKT,2011,,,,,,,,
24,OKT,2011,,,,,,,,
25,OKT,2011,,,,,,,,
26,OKT,2011,"0,60",,,,,,,
27,OKT,2011,,,,,,,,
28,OKT,2011,,,,,,,,
29,OKT,2011,,,,,,,,
30,OKT,2011,,,,,,,,
31,OKT,2011,,,,,,,,
1,NOV,2011,,,,,,,,
2,NOV,2011,"2,60",,,,,,,
3,NOV,2011,"3,50",,,,,,,
4,NOV,2011,,,,,,,,
5,NOV,2011,"1,50",,,,,,,
6,NOV,2011,,,,,,,,
7,NOV,2011,,,,,,,,
8,NOV,2011,,,,,,,,
9,NOV,2011,,,,,,,,
10,NOV,2011,"10,00",,,,,,,
11,NOV,2011,,,,,,,,
12,NOV,2011,,,,,,,,
13,NOV,2011,,,,,,,,
14,NOV,2011,,,,,,,,
15,NOV,2011,"6,20",,,,,,,
16,NOV,2011,,,,,,,,
17,NOV,2011,,,,,,,,
18,NOV,2011,,,,,,,,
19,NOV,2011,,,,,,,,
20,NOV,2011,,,,,,,,
21,NOV,2011,,,,,,,,
22,NOV,2011,,,,,,,,
23,NOV,2011,"3,00",,,,,,,
24,NOV,2011,,,,,,,,
25,NOV,2011,,,,,,,,
26,NOV,2011,,,,,,,,
27,NOV,2011,,,,,,,,
28,NOV,2011,,,,,,,,
29,NOV,2011,,,,,,,,
30,NOV,2011,,,,,,,,
31,NOV,2011,,,,,,,,
1,DES,2011,,,,,,,,
2,DES,2011,,,,,,,,
3,DES,2011,"15,20",,,,,,,
4,DES,2011,"6,20",,,,,,,
5,DES,2011,,,,,,,,
6,DES,2011,,,,,,,,
7,DES,2011,,,,,,,,
8,DES,2011,,,,,,,,
9,DES,2011,,,,,,,,
10,DES,2011,"3,90",,,,,,,
11,DES,2011,,,,,,,,
12,DES,2011,,,,,,,,
13,DES,2011,"2,50",,,,,,,
14,DES,2011,"3,60",,,,,,,
15,DES,2011,,,,,,,,
16,DES,2011,,,,,,,,
17,DES,2011,,,,,,,,
18,DES,2011,,,,,,,,
19,DES,2011,,,,,,,,
20,DES,2011,,,,,,,,
21,DES,2011,"5,00",,,,,,,
22,DES,2011,,,,,,,,
23,DES,2011,,,,,,,,
24,DES,2011,,,,,,,,
25,DES,2011,,,,,,,,
26,DES,2011,"1,50",,,,,,,
27,DES,2011,,,,,,,,
28,DES,2011,,,,,,,,
29,DES,2011,,,,,,,,
30,DES,2011,,,,,,,,
31,DES,2011,,,,,,,,
1,JAN,2010,,,,,,,,
2,JAN,2010,"1,00",,,,,,,
3,JAN,2010,"9,00",,,,,,,
4,JAN,2010,,,,,,,,
5,JAN,2010,"2,60",,,,,,,
6,JAN,2010,"0,50",,,,,,,
7,JAN,2010,"10,00",,,,,,,
8,JAN,2010,,,,,,,,
9,JAN,2010,,,,,,,,
10,JAN,2010,,,,,,,,
11,JAN,2010,,,,,,,,
12,JAN,2010,,,,,,,,
13,JAN,2010,"1,50",,,,,,,
14,JAN,2010,"5,00",,,,,,,
15,JAN,2010,,,,,,,,
16,JAN,2010,,,,,,,,
17,JAN,2010,"2,60",,,,,,,
18,JAN,2010,"1,50",,,,,,,
19,JAN,2010,"30,00",,,,,,,
20,JAN,2010,,,,,,,,
21,JAN,2010,"23,00",,,,,,,
22,JAN,2010,,,,,,,,
23,JAN,2010,"33,00",,,,,,,
24,JAN,2010,,,,,,,,
25,JAN,2010,,,,,,,,
26,JAN,2010,"22,10",,,,,,,
27,JAN,2010,,,,,,,,
28,JAN,2010,,,,,,,,
29,JAN,2010,,,,,,,,
30,JAN,2010,"10,30",,,,,,,
31,JAN,2010,,,,,,,,
1,FEB,2010,"2,60",,,,,,,
2,FEB,2010,"4,00",,,,,,,
3,FEB,2010,"2,50",,,,,,,
4,FEB,2010,,,,,,,,
5,FEB,2010,,,,,,,,
6,FEB,2010,,,,,,,,
7,FEB,2010,,,,,,,,
8,FEB,2010,,,,,,,,
9,FEB,2010,,,,,,,,
10,FEB,2010,,,,,,,,
11,FEB,2010,,,,,,,,
12,FEB,2010,,,,,,,,
13,FEB,2010,,,,,,,,
14,FEB,2010,,,,,,,,
15,FEB,2010,,,,,,,,
16,FEB,2010,,,,,,,,
17,FEB,2010,,,,,,,,
18,FEB,2010,,,,,,,,
19,FEB,2010,"23,40",,,,,,,
20,FEB,2010,,,,,,,,
21,FEB,2010,"4,00",,,,,,,
22,FEB,2010,,,,,,,,
23,FEB,2010,"2,40",,,,,,,
24,FEB,2010,"1,50",,,,,,,
25,FEB,2010,,,,,,,,
26,FEB,2010,"10,20",,,,,,,
27,FEB,2010,"0,90",,,,,,,
28,FEB,2010,,,,,,,,
29,FEB,2010,,,,,,,,
30,FEB,2010,,,,,,,,
31,FEB,2010,,,,,,,,
1,MAR,2010,,,,,,,,
2,MAR,2010,,,,,,,,
3,MAR,2010,"2,00",,,,,,,
4,MAR,2010,"2,60",,,,,,,
5,MAR,2010,,,,,,,,
6,MAR,2010,"6,00",,,,,,,
7,MAR,2010,,,,,,,,
8,MAR,2010,,,,,,,,
9,MAR,2010,,,,,,,,
10,MAR,2010,"6,00",,,,,,,
11,MAR,2010,"43,00",,,,,,,
12,MAR,2010,,,,,,,,
13,MAR,2010,"5,00",,,,,,,
14,MAR,2010,,,,,,,,
15,MAR,2010,"2,60",,,,,,,
16,MAR,2010,,,,,,,,
17,MAR,2010,,,,,,,,
18,MAR,2010,,,,,,,,
19,MAR,2010,,,,,,,,
20,MAR,2010,,,,,,,,
21,MAR,2010,"15,20",,,,,,,
22,MAR,2010,,,,,,,,
23,MAR,2010,,,,,,,,
24,MAR,2010,,,,,,,,
25,MAR,2010,"23,00",,,,,,,
26,MAR,2010,,,,,,,,
27,MAR,2010,"60,20",,,,,,,
28,MAR,2010,,,,,,,,
29,MAR,2010,"10,00",,,,,,,
30,MAR,2010,"1,50",,,,,,,
31,MAR,2010,"30,00",,,,,,,
1,APR,2010,,,,,,,,
2,APR,2010,,,,,,,,
3,APR,2010,,,,,,,,
4,APR,2010,"24,10",,,,,,,
5,APR,2010,"5,00",,,,,,,
6,APR,2010,,,,,,,,
7,APR,2010,,,,,,,,
8,APR,2010,"1,50",,,,,,,
9,APR,2010,,,,,,,,
10,APR,2010,,,,,,,,
11,APR,2010,"70,10",,,,,,,
12,APR,2010,,,,,,,,
13,APR,2010,,,,,,,,
14,APR,2010,"15,20",,,,,,,
15,APR,2010,,,,,,,,
16,APR,2010,,,,,,,,
17,APR,2010,"7,00",,,,,,,
18,APR,2010,,,,,,,,
19,APR,2010,"30,50",,,,,,,
20,APR,2010,"2,40",,,,,,,
21,APR,2010,"7,00",,,,,,,
22,APR,2010,,,,,,,,
23,APR,2010,,,,,,,,
24,APR,2010,"7,50",,,,,,,
25,APR,2010,"4,20",,,,,,,
26,APR,2010,"43,00",,,,,,,
27,APR,2010,,,,,,,,
28,APR,2010,"80,20",,,,,,,
29,APR,2010,,,,,,,,
30,APR,2010,,,,,,,,
31,APR,2010,,,,,,,,
1,MEI,2010,,,,,,,,
2,MEI,2010,"1,50",,,,,,,
3,MEI,2010,"7,00",,,,,,,
4,MEI,2010,"5,00",,,,,,,
5,MEI,2010,,,,,,,,
6,MEI,2010,"11,00",,,,,,,
7,MEI,2010,,,,,,,,
8,MEI,2010,,,,,,,,
9,MEI,2010,"11,50",,,,,,,
10,MEI,2010,,,,,,,,
11,MEI,2010,"8,00",,,,,,,
12,MEI,2010,"20,50",,,,,,,
13,MEI,2010,"32,00",,,,,,,
14,MEI,2010,,,,,,,,
15,MEI,2010,,,,,,,,
16,MEI,2010,"60,20",,,,,,,
17,MEI,2010,,,,,,,,
18,MEI,2010,,,,,,,,
19,MEI,2010,,,,,,,,
20,MEI,2010,"7,00",,,,,,,
21,MEI,2010,,,,,,,,
22,MEI,2010,"2,50",,,,,,,
23,MEI,2010,,,,,,,,
24,MEI,2010,"50,20",,,,,,,
25,MEI,2010,"11,00",,,,,,,
26,MEI,2010,,,,,,,,
27,MEI,2010,"2,10",,,,,,,
28,MEI,2010,,,,,,,,
29,MEI,2010,,,,,,,,
30,MEI,2010,,,,,,,,
31,MEI,2010,,,,,,,,
1,JUNI,2010,"2,50",,,,,,,
2,JUNI,2010,,,,,,,,
3,JUNI,2010,,,,,,,,
4,JUNI,2010,,,,,,,,
5,JUNI,2010,"2,60",,,,,,,
6,JUNI,2010,"5,00",,,,,,,
7,JUNI,2010,,,,,,,,
8,JUNI,2010,"1,50",,,,,,,
9,JUNI,2010,,,,,,,,
10,JUNI,2010,,,,,,,,
11,JUNI,2010,,,,,,,,
12,JUNI,2010,,,,,,,,
13,JUNI,2010,,,,,,,,
14,JUNI,2010,,,,,,,,
15,JUNI,2010,,,,,,,,
16,JUNI,2010,"15,20",,,,,,,
17,JUNI,2010,,,,,,,,
18,JUNI,2010,"4,00",,,,,,,
19,JUNI,2010,,,,,,,,
20,JUNI,2010,"7,00",,,,,,,
21,JUNI,2010,,,,,,,,
22,JUNI,2010,,,,,,,,
23,JUNI,2010,"11,50",,,,,,,
24,JUNI,2010,,,,,,,,
25,JUNI,2010,,,,,,,,
26,JUNI,2010,,,,,,,,
27,JUNI,2010,,,,,,,,
28,JUNI,2010,,,,,,,,
29,JUNI,2010,,,,,,,,
30,JUNI,2010,,,,,,,,
31,JUNI,2010,,,,,,,,
1,JULI,2010,"2,10",,,,,,,
2,JULI,2010,,,,,,,,
3,JULI,2010,"6,00",,,,,,,
4,JULI,2010,"27,00",,,,,,,
5,JULI,2010,"1,50",,,,,,,
6,JULI,2010,,,,,,,,
7,JULI,2010,,,,,,,,
8,JULI,2010,,,,,,,,
9,JULI,2010,"20,50",,,,,,,
10,JULI,2010,"1,50",,,,,,,
11,JULI,2010,,,,,,,,
12,JULI,2010,"7,00",,,,,,,
13,JULI,2010,,,,,,,,
14,JULI,2010,,,,,,,,
15,JULI,2010,,,,,,,,
16,JULI,2010,"2,40",,,,,,,
17,JULI,2010,,,,,,,,
18,JULI,2010,,,,,,,,
19,JULI,2010,,,,,,,,
20,JULI,2010,"40,20",,,,,,,
21,JULI,2010,,,,,,,,
22,JULI,2010,,,,,,,,
23,JULI,2010,"8,00",,,,,,,
24,JULI,2010,"4,00",,,,,,,
25,JULI,2010,"7,00",,,,,,,
26,JULI,2010,"15,20",,,,,,,
27,JULI,2010,"35,00",,,,,,,
28,JULI,2010,,,,,,,,
29,JULI,2010,"22,00",,,,,,,
30,JULI,2010,,,,,,,,
31,JULI,2010,"15,20",,,,,,,
1,AGS,2010,"1,20",,,,,,,
2,AGS,2010,,,,,,,,
3,AGS,2010,"2,50",,,,,,,
4,AGS,2010,"15,20",,,,,,,
5,AGS,2010,,,,,,,,
6,AGS,2010,,,,,,,,
7,AGS,2010,,,,,,,,
8,AGS,2010,,,,,,,,
9,AGS,2010,"8,00",,,,,,,
10,AGS,2010,,,,,,,,
11,AGS,2010,"14,50",,,,,,,
12,AGS,2010,,,,,,,,
13,AGS,2010,,,,,,,,
14,AGS,2010,,,,,,,,
15,AGS,2010,,,,,,,,
16,AGS,2010,,,,,,,,
17,AGS,2010,"20,50",,,,,,,
18,AGS,2010,"13,00",,,,,,,
19,AGS,2010,,,,,,,,
20,AGS,2010,,,,,,,,
21,AGS,2010,,,,,,,,
22,AGS,2010,"2,80",,,,,,,
23,AGS,2010,,,,,,,,
24,AGS,2010,,,,,,,,
25,AGS,2010,"15,20",,,,,,,
26,AGS,2010,,,,,,,,
27,AGS,2010,,,,,,,,
28,AGS,2010,,,,,,,,
29,AGS,2010,"4,00",,,,,,,
30,AGS,2010,"2,50",,,,,,,
31,AGS,2010,"5,00",,,,,,,
1,SEP,2010,,,,,,,,
2,SEP,2010,,,,,,,,
3,SEP,2010,"1,50",,,,,,,
4,SEP,2010,"7,00",,,,,,,
5,SEP,2010,"5,00",,,,,,,
6,SEP,2010,,,,,,,,
7,SEP,2010,"4,00",,,,,,,
8,SEP,2010,,,,,,,,
9,SEP,2010,,,,,,,,
10,SEP,2010,"14,20",,,,,,,
11,SEP,2010,"21,00",,,,,,,
12,SEP,2010,,,,,,,,
13,SEP,2010,"16,00",,,,,,,
14,SEP,2010,,,,,,,,
15,SEP,2010,"15,20",,,,,,,
16,SEP,2010,,,,,,,,
17,SEP,2010,,,,,,,,
18,SEP,2010,,,,,,,,
19,SEP,2010,,,,,,,,
20,SEP,2010,"15,20",,,,,,,
21,SEP,2010,,,,,,,,
22,SEP,2010,"4,00",,,,,,,
23,SEP,2010,"33,00",,,,,,,
24,SEP,2010,"2,50",,,,,,,
25,SEP,2010,,,,,,,,
26,SEP,2010,,,,,,,,
27,SEP,2010,,,,,,,,
28,SEP,2010,,,,,,,,
29,SEP,2010,"4,00",,,,,,,
30,SEP,2010,,,,,,,,
31,SEP,2010,,,,,,,,
1,OKT,2010,,,,,,,,
2,OKT,2010,"1,50",,,,,,,
3,OKT,2010,,,,,,,,
4,OKT,2010,"13,00",,,,,,,
5,OKT,2010,,,,,,,,
6,OKT,2010,,,,,,,,
7,OKT,2010,"2,40",,,,,,,
8,OKT,2010,"45,20",,,,,,,
9,OKT,2010,"6,00",,,,,,,
10,OKT,2010,,,,,,,,
11,OKT,2010,,,,,,,,
12,OKT,2010,"2,40",,,,,,,
13,OKT,2010,,,,,,,,
14,OKT,2010,"17,00",,,,,,,
15,OKT,2010,"6,00",,,,,,,
16,OKT,2010,"15,20",,,,,,,
17,OKT,2010,,,,,,,,
18,OKT,2010,"13,00",,,,,,,
19,OKT,2010,,,,,,,,
20,OKT,2010,"14,00",,,,,,,
21,OKT,2010,"15,20",,,,,,,
22,OKT,2010,,,,,,,,
23,OKT,2010,,,,,,,,
24,OKT,2010,,,,,,,,
25,OKT,2010,"23,00",,,,,,,
26,OKT,2010,"5,00",,,,,,,
27,OKT,2010,"21,40",,,,,,,
28,OKT,2010,2..5,,,,,,,
29,OKT,2010,"3,00",,,,,,,
30,OKT,2010,"9,00",,,,,,,
31,OKT,2010,"1,50",,,,,,,
1,NOV,2010,,,,,,,,
2,NOV,2010,"1,50",,,,,,,
3,NOV,2010,"1,20",,,,,,,
4,NOV,2010,,,,,,,,
5,NOV,2010,"22,00",,,,,,,
6,NOV,2010,"22,50",,,,,,,
7,NOV,2010,"20,10",,,,,,,
8,NOV,2010,,,,,,,,
9,NOV,2010,"17,00",,,,,,,
10,NOV,2010,,,,,,,,
11,NOV,2010,,,,,,,,
12,NOV,2010,,,,,,,,
13,NOV,2010,"50,10",,,,,,,
14,NOV,2010,,,,,,,,
15,NOV,2010,,,,,,,,
16,NOV,2010,,,,,,,,
17,NOV,2010,,,,,,,,
18,NOV,2010,"7,00",,,,,,,
19,NOV,2010,"15,20",,,,,,,
20,NOV,2010,,,,,,,,
21,NOV,2010,"5,00",,,,,,,
22,NOV,2010,,,,,,,,
23,NOV,2010,"2,00",,,,,,,
24,NOV,2010,,,,,,,,
25,NOV,2010,,,,,,,,
26,NOV,2010,"3,00",,,,,,,
27,NOV,2010,,,,,,,,
28,NOV,2010,"1,20",,,,,,,
29,NOV,2010,"4,00",,,,,,,
30,NOV,2010,,,,,,,,
31,NOV,2010,,,,,,,,
1,DES,2010,"13,00",,,,,,,
2,DES,2010,,,,,,,,
3,DES,2010,,,,,,,,
4,DES,2010,"10,40",,,,,,,
5,DES,2010,,,,,,,,
6,DES,2010,,,,,,,,
7,DES,2010,"15,20",,,,,,,
8,DES,2010,,,,,,,,
9,DES,2010,,,,,,,,
10,DES,2010,,,,,,,,
11,DES,2010,,,,,,,,
12,DES,2010,"1,50",,,,,,,
13,DES,2010,,,,,,,,
14,DES,2010,,,,,,,,
15,DES,2010,"1,20",,,,,,,
16,DES,2010,,,,,,,,
17,DES,2010,"15,20",,,,,,,
18,DES,2010,,,,,,,,
19,DES,2010,,,,,,,,
20,DES,2010,"14,20",,,,,,,
21,DES,2010,"22,40",,,,,,,
22,DES,2010,,,,,,,,
23,DES,2010,,,,,,,,
24,DES,2010,"15,20",,,,,,,
25,DES,2010,,,,,,,,
26,DES,2010,,,,,,,,
27,DES,2010,,,,,,,,
28,DES,2010,"9,00",,,,,,,
29,DES,2010,,,,,,,,
30,DES,2010,"20,50",,,,,,,
31,DES,2010,,,,,,,,
